,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,ACTIVE_LOAN,DAYS_CREDIT,CREDIT_DAY_OVERDUE,AMT_CREDIT_SUM,DAYS_CREDIT_UPDATE,CREDIT_ACTIVE,ACTIVE_CREDIT,NUMBER_PREV_LOANS,DIFFERENT_LOAN_PRODUCTS,PREV_AMT_RECEIVED_MEAN,PREV_AMT_APPLICATION,PREV_AMT_ANNUITY,PREV_AMT_CREDIT,AMT_DOWN_PAYMENT,PREV_DAYS_DECISION,PREV_CNT_PAYMENT,PREV_RATE_DOWN_PAYMENT,INCOME_TO_TOTAL_ANNUITY
1953,193813,0,F,N,N,1,247500,592560,22090.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-16110,-3193,Cooking staff,3,0.417679222,82500,0.089254545,0.037279769,1,-1384,0,620380.35,-546.2,5,180000,4,2,0.95652442,898326,46920.51,1015083,NA,-937.3333333,26.66666667,NA,11.20391118
1553,193846,0,F,N,Y,2,202500,1006920,51543,9.00E+05,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-12205,-2105,,4,0.20110833,50625,0.254533333,0.051188774,3,-1533.9,0,7557768.72,-845.5,10,6205797.72,7,3,1.09329345,215451,43737.75,203094,20421,-1809.333333,6.333333333,0.117215338,3.928758512
3588,193908,0,F,N,Y,1,202500,715095,53595,675000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.007274,-14132,-931,Sales staff,3,0.283179158,67500,0.264666667,0.074948084,1,-1663.5,0,1001191.545,-1282,6,675000,5,1,NA,928615.5,NA,964273.5,NA,-232.6666667,NA,NA,3.778337531
4599,194037,0,F,N,N,1,121500,450000,23562,450000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.022625,-12783,-3183,Laborers,2,0.27,60750,0.193925926,0.05236,2,-454,0,172197,-166.1428571,7,28152,5,2,NA,570388.5,NA,650682,NA,-1081.090909,NA,NA,5.156608098
4172,194048,0,F,N,N,2,139500,9.00E+05,32328,9.00E+05,Family,Working,Higher education,Married,House / apartment,0.010006,-8943,-1706,Core staff,4,0.155,34875,0.231741935,0.03592,0,-859,0,180000,-277,1,0,1,1,0.974323879,2323309.5,124995.105,2339505,NA,-386.125,14.25,NA,4.315144766
3851,194127,0,F,N,N,2,135000,509400,37197,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-14652,-7814,Cooking staff,4,0.265017668,33750,0.275533333,0.073021201,7,-541.4,0,1838466,-251.5333333,15,1336059,8,3,NA,428152.5,NA,481198.5,NA,-518,NA,NA,3.629324946
618,194131,1,F,Y,N,0,94500,479578.5,26145,414000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,-8451,-159,Sales staff,2,0.197048033,47250,0.276666667,0.054516622,0,-23.5,0,27000,-13.5,2,0,2,1,1.111111111,89955,9843.885,80959.5,8995.5,-268,12,0.108909091,3.614457831
569,194142,1,F,N,Y,0,135000,121500,6039,121500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.014464,-16757,-1595,Core staff,1,1.111111111,135000,0.044733333,0.049703704,2,-486.5,0,694260,-221,4,202500,2,2,NA,312912,NA,364189.5,NA,-367.6666667,NA,NA,22.35469449
2339,194204,0,M,N,Y,0,135000,810000,32251.5,810000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.028663,-18780,-2407,Managers,2,0.166666667,67500,0.2389,0.039816667,1,-351,0,4527000,-6,1,4527000,0,1,NA,298345.5,NA,310963.5,NA,-1053.333333,NA,NA,4.185851821
2412,194214,0,F,N,Y,0,315000,675000,36616.5,675000,Family,Working,Secondary / secondary special,Married,House / apartment,0.018209,-18366,-2416,Sales staff,2,0.466666667,157500,0.116242857,0.054246667,4,-1582.636364,0,3093403.5,-967.7272727,11,1602522,7,2,NA,3565462.5,NA,4010256,NA,-715,NA,NA,8.60267912
3825,194273,0,F,N,N,0,103500,173196,17257.5,153000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00712,-23587,NA,,2,0.597588859,51750,0.16673913,0.099641447,1,-1361.5,0,198000,-321,2,108000,1,2,0.96734508,1622482.65,99612.405,1773864,NA,-1500.8,19.6,NA,5.997392438
320,194362,1,M,Y,Y,0,99000,942300,30528,675000,Family,Working,Secondary / secondary special,Married,House / apartment,0.006852,-13999,-1796,Laborers,2,0.105062082,49500,0.308363636,0.032397326,0,-869,0,158800.5,-559,1,0,1,1,NA,745582.5,NA,883431,NA,-430.2,NA,NA,3.242924528
3076,194416,0,M,N,Y,0,292500,646029,27499.5,522000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-15873,-1172,Drivers,2,0.452766052,146250,0.094015385,0.042566975,0,-969,0,111055.95,-656,1,0,1,1,NA,1462500,NA,1616341.5,NA,-359.75,NA,NA,10.63655703
4507,194434,0,F,Y,Y,0,157500,1223010,48631.5,1125000,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.006852,-22887,NA,,1,0.128780631,157500,0.308771429,0.03976378,0,-1828,0,37330.875,-1673,1,0,1,1,0.973802608,1421419.5,NA,1370650.5,NA,-1226.7,NA,NA,3.238641621
930,194676,1,M,Y,Y,0,225000,545040,26640,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.031329,-14355,-816,Managers,1,0.412813738,225000,0.1184,0.048877147,2,-1368.25,0,1536763.5,-481.25,4,1350000,2,2,NA,811975.5,NA,858438,NA,-946.3333333,NA,NA,8.445945946
2213,194787,0,M,Y,Y,0,135000,1042560,34587,9.00E+05,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.022625,-18507,NA,,1,0.12948895,135000,0.2562,0.033175069,0,-1924.333333,0,245533.725,-1399.333333,3,0,3,1,NA,25605,NA,25321.5,NA,-904.5,NA,NA,3.903200625
4286,194799,0,F,N,Y,1,202500,675000,32602.5,675000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-15928,-1653,,2,0.3,101250,0.161,0.0483,5,-1145,0,849703.5,-444.6,10,633208.5,5,2,0.982173037,147510,17125.47,154390.5,2250,-1307.25,10,0.028244059,6.211180124
2775,194925,0,F,N,Y,0,202500,808650,23773.5,675000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006008,-18356,-1096,Laborers,2,0.250417362,101250,0.1174,0.029398998,2,-476.6666667,0,664024.5,-228.6666667,3,587524.5,1,2,NA,758574,NA,894460.5,NA,-805.4,NA,NA,8.517887564
4703,194933,0,M,N,Y,0,144000,509922,26032.5,472500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.011703,-23831,NA,,2,0.282396131,72000,0.18078125,0.051051926,5,-1906,0.777777778,9764968.5,-574.3333333,9,7965000,4,3,0.964758945,1860354,145918.89,2013408,NA,-1375.111111,20.44444444,NA,5.531547105
4475,195084,0,M,Y,Y,1,202500,521280,41062.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-11669,-2939,Drivers,3,0.388466851,67500,0.202777778,0.078772445,0,-285,0,93105,-104,1,0,1,1,NA,311807.7,NA,297724.5,NA,-619.6,NA,NA,4.931506849
3071,195109,0,F,N,Y,0,315000,640080,29970,450000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.018801,-10139,-2260,Sales staff,2,0.492125984,157500,0.095142857,0.046822272,6,-1326.4,0,5711647.5,-396.9,10,3374518.5,2,2,0.939810855,268155,33325.38,443142,NA,-1945.333333,9.333333333,NA,10.51051051
2708,195189,0,F,N,Y,2,157500,239850,23850,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.014464,-11621,-648,Cooking staff,3,0.656660413,52500,0.151428571,0.099437148,0,-540,0,70096.815,-352,1,0,1,1,0.927973975,244444.5,28481.67,265450.5,6750,-807,12,0.029363465,6.603773585
3447,195297,0,M,Y,Y,0,180000,1187298,38299.5,850500,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.0228,-15782,-1769,Laborers,2,0.151604736,90000,0.212775,0.032257698,2,-1344.333333,0,1346402.25,-698,6,1161000,4,2,1.027528473,75735,14697.18,76761,2178,-726.5,6,0.054454545,4.699800258
943,195375,1,M,Y,Y,3,157500,491823,21663,373500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003069,-15924,-1772,Core staff,5,0.320237158,31500,0.137542857,0.044046334,1,-1149.833333,0,637937.145,-856,6,48600,5,2,NA,1088910,NA,1092231,NA,-278,NA,NA,7.270461155
318,195431,1,M,Y,Y,0,202500,862560,30690,720000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-12654,-2052,Laborers,2,0.234766277,101250,0.151555556,0.035580134,1,-1560,0,64453.41,-935,2,0,1,2,0.940510673,235485,20628.9,252733.5,NA,-360,10.5,NA,6.598240469
1211,195619,1,M,N,Y,0,135000,450000,22018.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-10238,-342,Sales staff,2,0.3,67500,0.1631,0.04893,3,-1543.285714,0,1054707.75,-1202.285714,7,685396.8,4,2,NA,1258110,NA,1334650.5,NA,-656.1428571,NA,NA,6.131207848
3545,195722,0,M,Y,Y,0,225000,573408,25389,495000,Unaccompanied,Working,Higher education,Married,House / apartment,0.010032,-22718,-1049,Security staff,2,0.392390758,112500,0.11284,0.044277373,1,-2146.25,0,4533349.5,-733,4,483349.5,3,1,NA,540000,NA,593460,NA,-575.5,NA,NA,8.862105636
2761,195761,0,F,N,N,2,157500,593010,15772.5,495000,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,0.04622,-11053,-1528,Managers,4,0.265594172,39375,0.100142857,0.026597359,1,-1650.142857,0,1867970.7,-980.7142857,7,1180687.5,6,2,0.933266549,653994,81938.7,700758,0,-860,10,0,9.985734665
3634,195826,0,M,Y,Y,0,157500,688500,35284.5,688500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-13739,-3996,Laborers,2,0.22875817,78750,0.224028571,0.051248366,1,-1290.333333,0,820129.5,-724.6666667,3,490500,2,1,NA,1659653.64,NA,1776766.5,NA,-1304.571429,NA,NA,4.463716363
4510,196047,0,M,Y,N,0,261000,711072,21559.5,540000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.010966,-12910,-1562,Laborers,2,0.367051438,130500,0.082603448,0.030319714,4,-1544.529412,0,12979539,-582.8823529,17,10352659.5,13,4,1.125017187,130911.75,13220.505,122728.5,NA,-590.5,2,NA,12.10603214
1798,196138,0,F,N,Y,0,135000,66384,3321,45000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-17203,-179,Cooking staff,2,2.03362256,67500,0.0246,0.050027115,1,-1356,0,697410,-973.75,4,299974.5,3,1,NA,289030.5,NA,280030.5,NA,-451,NA,NA,40.6504065
328,196173,1,F,Y,N,0,81000,544491,17694,454500,Unaccompanied,State servant,Lower secondary,Civil marriage,With parents,0.006671,-12023,-90,Cooking staff,2,0.148762789,40500,0.218444444,0.032496405,1,-2657,0,298503,-891.3333333,3,166500,2,2,1.042551347,66550.5,10314.585,63702,6655.5,-2421,8,0.102828658,4.577822991
2679,196208,0,F,N,Y,2,90000,233784,11497.5,153000,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-14301,-853,Laborers,4,0.384970742,22500,0.12775,0.049180012,0,-1599.5,0,416008.845,-942,2,0,2,2,NA,403402.5,NA,447624,NA,-173.5,NA,NA,7.82778865
2762,196273,0,F,Y,Y,0,225000,1125000,47664,1125000,Unaccompanied,Working,Higher education,Married,House / apartment,0.032561,-19839,-6232,Core staff,2,0.2,112500,0.21184,0.042368,2,-1466.666667,0,11370664.35,-878.3333333,12,5400009,10,2,NA,2323251,NA,2454930,NA,-1175.428571,NA,NA,4.720543807
3009,196424,0,F,Y,N,0,81000,808650,26086.5,675000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.008068,-15792,-4844,Medicine staff,2,0.100166945,40500,0.322055556,0.032259321,1,-1851.5,0,240291,-850.5,2,95031,1,1,1.017890191,29700,3498.435,29178,3150,-2142,12,0.10611966,3.105054338
1546,196449,0,F,N,Y,0,225000,277969.5,17892,229500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.014464,-20658,NA,,2,0.809441324,112500,0.07952,0.064366774,4,-2029.5,0,12723169.23,-779.8333333,12,2684385,8,2,NA,1068736.5,NA,1110046.5,NA,-740.8333333,NA,NA,12.57545272
953,196518,1,M,Y,Y,0,225000,557005.5,29295,423000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0228,-20429,-230,Managers,2,0.403945742,112500,0.1302,0.052593736,2,-636.6,0,1757061,-379.6,5,1034550,3,1,0.921569371,1400955.3,88040.07,1524019.5,NA,-1017.2,14,NA,7.680491551
2489,196680,0,F,N,Y,0,180000,1687266,62527.5,1575000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-14844,-1573,Sales staff,1,0.10668146,180000,0.347375,0.037058472,1,-914.5,0,1163250,-116.5,2,1003500,1,1,1.055389222,123727.5,21809.43,117234,12375,-135,6,0.103985834,2.878733357
3802,196707,0,F,N,Y,2,270000,1293165,41845.5,1012500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.072508,-13109,-680,Laborers,3,0.208790062,90000,0.154983333,0.03235898,4,-1292.125,0,7026651,-544,8,1237500,4,3,1,238486.5,12322.575,238486.5,0,-440,24,0,6.4523067
1288,196915,1,M,N,Y,1,72000,80865,6480,67500,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.015221,-14848,-132,Laborers,2,0.890372844,36000,0.09,0.080133556,0,-2330.5,0,157500,-1983,2,0,2,1,0.968054211,45000,9426.24,46485,NA,-908,6,NA,11.11111111
2087,196929,0,F,N,Y,0,202500,1166724,34245,913500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010147,-21999,NA,,2,0.173562899,101250,0.169111111,0.029351415,1,-1290,0,230922.18,-978.5,4,65929.5,3,1,0.718624276,1325250,103804.47,1697769,NA,-735.5,22,NA,5.913272011
209,197151,1,F,N,N,0,112500,521280,26613,450000,Family,Working,Secondary / secondary special,Married,House / apartment,0.011657,-10806,-1879,Sales staff,2,0.215814917,56250,0.23656,0.051053177,1,-555.5,0,1450300.95,-369,2,1350000,1,1,0.919009689,339912.45,NA,753084.45,NA,-993.6,NA,NA,4.227257355
3992,197322,0,M,N,Y,1,202500,1546020,45333,1350000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-16525,-1055,,3,0.130981488,67500,0.223866667,0.029322389,2,-1056.25,0,1082641.5,-196.75,4,900540,2,2,0.936274899,135364.5,15561.945,149818.5,9895.5,-973,18,0.043701159,4.46694461
1262,197349,1,F,N,N,0,112500,9.00E+05,45954,9.00E+05,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.018634,-15589,-8779,Laborers,2,0.125,56250,0.40848,0.05106,4,-1000,0,2059038,-636.9230769,13,882000,9,2,1.000098737,1808289,NA,1947379.5,NA,-1419.1,NA,NA,2.448100274
1082,197367,1,F,Y,Y,0,270000,503266.5,52978.5,463500,Family,Commercial associate,Higher education,Single / not married,House / apartment,0.035792,-14399,-1266,Sales staff,1,0.536495078,270000,0.196216667,0.105269276,1,-798.6666667,0,916546.5,-375,3,675000,2,1,NA,647896.5,NA,667588.5,NA,-1047.75,NA,NA,5.096407033
1064,197387,1,M,Y,Y,0,202500,387000,25992,387000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-15411,-1302,Laborers,2,0.523255814,101250,0.128355556,0.067162791,1,-578,0,1820745,-11,1,1820745,0,1,NA,1972926,NA,2492698.5,NA,-511.1428571,NA,NA,7.790858726
3591,197457,0,M,N,Y,0,270000,469152,31864.5,405000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.006629,-15909,-1320,Laborers,1,0.575506446,270000,0.118016667,0.067919352,5,-1359.705882,0,5563890,-841.8823529,17,3044974.5,12,2,NA,1215000,NA,1342710,NA,-292.2857143,NA,NA,8.473379466
2942,197461,0,F,N,Y,0,144000,9.00E+05,29164.5,9.00E+05,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006296,-21172,NA,,2,0.16,72000,0.20253125,0.032405,3,-842,0,1651689.9,-568.4,10,1098000,7,2,0.909078793,720850.5,44592.615,830934,NA,-408.5,28.5,NA,4.937509644
3443,197531,0,M,Y,Y,0,247500,545040,20677.5,450000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.002042,-23826,NA,,2,0.454095112,123750,0.083545455,0.037937583,6,-1134.777778,0,5096025,-479.2222222,9,4769550,3,3,NA,165064.5,NA,176107.5,NA,-706,NA,NA,11.9695321
4635,197576,0,M,Y,Y,1,157500,1644255,45346.5,1372500,Unaccompanied,Working,Higher education,Married,House / apartment,0.018029,-13038,-1365,Managers,3,0.095788062,52500,0.287914286,0.027578751,1,-1876.25,0,570948.84,-1297.5,4,337500,3,2,NA,530658,NA,541620,NA,-669.8571429,NA,NA,3.473255929
1159,197670,1,M,N,N,0,306000,360000,28440,360000,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.010643,-22077,NA,,2,0.85,153000,0.092941176,0.079,2,-291,0,1857595.5,-7,2,1857595.5,0,1,0.901794571,810000,38928.375,898209,0,-452,30,0,10.75949367
1352,197739,1,M,N,N,0,157500,593010,23107.5,495000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00496,-19241,-2875,Drivers,2,0.265594172,78750,0.146714286,0.038966459,1,-309.5,0,209565,-109.5,2,155025,1,1,NA,2361960,NA,2835414,NA,-340.3076923,NA,NA,6.815968841
4973,197772,0,M,Y,Y,1,90000,467257.5,22855.5,328500,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.022625,-8939,-700,Drivers,3,0.192613281,30000,0.25395,0.048914143,2,-81,0,381451.5,-34.5,2,381451.5,0,2,NA,200952,NA,222714,NA,-169.2857143,NA,NA,3.937783028
3881,197895,0,M,N,N,0,261000,1350000,39474,1350000,Unaccompanied,Working,Higher education,Separated,House / apartment,0.028663,-14613,-700,Laborers,1,0.193333333,261000,0.151241379,0.02924,7,-699.4285714,0,3050829,-73.14285714,7,3050829,0,2,0.901985799,496107,61476.165,703935,NA,-1147.428571,10.85714286,NA,6.611947104
1875,198005,0,M,Y,N,1,135000,67500,7159.5,67500,Family,Working,Secondary / secondary special,Married,Municipal apartment,0.010276,-10617,-2404,Laborers,3,2,45000,0.053033333,0.106066667,2,-1106.5,0,975960,-525.25,4,225000,2,2,0.745866974,148441.5,25484.625,193455,NA,-876.5,6.5,NA,18.85606537
4324,198014,0,F,N,N,0,270000,1575000,41548.5,1575000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.00712,-14833,-488,Medicine staff,1,0.171428571,270000,0.153883333,0.02638,6,-1491.823529,0,4049799.12,-724.9411765,17,2653560.72,11,2,1.25019707,65659.725,13993.83,52519.5,13140.225,-689,4,0.217955521,6.498429546
1944,198047,0,M,N,N,1,157500,251091,29929.5,238500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.018801,-12712,-386,Laborers,3,0.627262626,52500,0.190028571,0.119197821,0,-891.5,0,239283,-559.5,2,0,2,1,NA,744318,NA,907668,NA,-1162.5,NA,NA,5.262366561
4860,198085,0,F,N,N,0,112500,1280794.5,42457.5,1147500,Family,State servant,Higher education,Married,House / apartment,0.006008,-16721,-6194,Core staff,2,0.087836105,56250,0.3774,0.033149346,5,-1253.555556,0,3033846,-342.8888889,9,2587500,4,2,0.836860245,781452,NA,921915,NA,-1552.857143,NA,NA,2.649708532
1360,198087,1,F,N,Y,0,247500,550980,43659,450000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.018634,-17551,-751,Cooking staff,1,0.449199608,247500,0.1764,0.079238811,3,-487,0,4201848,-199.6666667,9,1395000,4,3,NA,6015469.5,NA,7823470.5,NA,-536.5714286,NA,NA,5.66893424
941,198147,1,M,N,Y,0,180000,450000,35685,450000,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007274,-10849,-239,Laborers,2,0.4,90000,0.19825,0.0793,1,-1175,0,668855.61,-143.5,2,522000,0,2,1.00234667,2186550,104562.405,2274939,NA,-659,36,NA,5.044136192
1581,198192,0,M,N,Y,0,121500,450000,27324,450000,Family,Working,Higher education,Married,House / apartment,0.015221,-8916,-145,Laborers,2,0.27,60750,0.224888889,0.06072,0,-921,0,24592.5,-642,1,0,1,1,0.935255726,86440.5,13220.19,93802.5,0,-690.5,8,0,4.446640316
1559,198403,0,M,N,Y,0,112500,315000,14683.5,315000,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-9067,-1096,Core staff,2,0.357142857,56250,0.13052,0.046614286,2,-321.3333333,0,329760,-145.3333333,3,252000,1,2,NA,1360214.865,NA,1367923.5,NA,-157.1111111,NA,NA,7.661661048
1654,198459,0,F,Y,Y,0,135000,1436850,42142.5,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-21953,-5487,Sales staff,2,0.093955528,67500,0.312166667,0.029329784,2,-1511.285714,0,1333359.09,-960.2857143,7,535500,5,2,NA,1279305,NA,1352461.5,NA,-776.2,NA,NA,3.203416978
3885,198495,0,F,Y,N,0,202500,592560,35937,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-14926,-1281,High skill tech staff,2,0.341737546,101250,0.177466667,0.060647023,7,-1235.333333,0,4190202,-735.2666667,15,2808333,8,2,1.006239297,530010,89322.93,545499,NA,-941.6666667,9.333333333,NA,5.634861007
4031,198575,0,F,Y,N,0,117000,1018899,29790,850500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019101,-20974,NA,,1,0.114829831,117000,0.254615385,0.029237442,2,-411.6666667,0,487853.415,-26.33333333,3,382500,1,2,1,214218,9650.52,214218,0,-587,24,0,3.927492447
4986,198603,0,F,N,Y,2,112500,94500,10156.5,94500,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-10329,-802,Accountants,4,1.19047619,28125,0.09028,0.10747619,6,-913.375,0,1486755.18,-357.75,8,1242000,2,2,1.039503816,1837849.5,114021.18,1840113,NA,-888,15.14285714,NA,11.07665042
3947,198734,0,F,N,Y,0,202500,450000,30204,450000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.028663,-12870,-3495,Sales staff,1,0.45,202500,0.149155556,0.06712,1,-360,0,9.00E+05,-4,1,9.00E+05,0,1,0.942231238,758863.35,78702.84,809600.85,NA,-646.25,14,NA,6.704410012
2161,198744,0,M,N,Y,0,585000,1885536,103324.5,1800000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.02461,-20098,-6545,Managers,2,0.310256606,292500,0.176623077,0.054798476,5,-1394.555556,0,8762625,-473.7777778,9,6475500,4,3,1.058054076,3067632,215257.275,3104716.5,NA,-1394.333333,15.33333333,NA,5.661774313
